unit_id,area,neuron_type,n_same_cat_trials,n_diff_cat_trials,same_cat_diff_mean,same_cat_diff_sem,diff_cat_diff_mean,diff_cat_diff_sem,difference_pvalue,same_cat_ratio_mean,diff_cat_ratio_mean,ratio_pvalue,same_cat_correlation,diff_cat_correlation,adaptation_effect,significant_congruence_effect,is_first_cat_selective,is_first_num_selective,is_second_cat_selective,is_second_num_selective
301,AC,encoding_only,72,216,0.28675699834772084,0.12677183908532696,0.11833112550571505,0.08863203907477704,0.32299571645098246,43.2869504546496,35.97638579166404,0.4623416173670728,0.204206490671531,0.14244501384593897,none,False,False,False,False,False
306,AC,encoding_only,72,216,0.06829807927781632,0.09793974026071517,-0.1959336606355059,0.061671755856414434,0.02963291112244798,28.190820464135115,20.737523367492397,0.25386111463345207,-0.06735714830757918,-0.04408900573002462,facilitation,True,False,False,False,False
307,AC,encoding_only,72,216,-0.3421982123377092,0.4003120253622833,-0.4918740416886537,0.30019092742748094,0.7927809541181903,5.393213394130938,25.44053408204546,0.15056562614129246,0.3075040209146394,0.07754735166683417,none,False,False,False,True,False
308,AC,encoding_only,72,216,-0.7791276200255389,0.35776400959220284,-1.0206753923735392,0.2044876094994865,0.5562372452718523,20.0222044646196,17.309699008214277,0.790109025343428,0.35033304832621387,0.23808234463483058,none,False,False,False,False,True
311,AC,encoding_only,72,216,-0.09580690949389246,0.2470441342404669,-0.3826615003515215,0.13827367480838254,0.30429015047816005,43.31093593690135,26.829809411021316,0.15555907703946992,0.021781343087818743,0.10796587800533704,none,False,False,False,False,False
313,AC,encoding_only,72,216,-0.32908924477323276,0.5640885086162731,0.7283687871400285,0.30725241932446035,0.09115693195571806,1.0593845224794907,1.1865366571507194,0.11581504605219094,0.30871292714015747,0.13171023947380697,none,False,False,False,True,False
315,AC,encoding_only,72,216,-0.00017420146969699464,0.10655821415005988,-0.04562751118407964,0.049916255889121054,0.6685923318486419,22.671969173012247,15.875427379400527,0.28606063336968995,-0.012265403150001552,0.10899927127526877,none,False,True,False,False,False
316,AC,encoding_only,72,216,-0.1371439681614296,0.3829628484197902,-1.1427840868632924,0.23701615599386502,0.03187979946967779,1.265372262451487,10.128772959756615,0.3856248470712893,0.24091192213986687,0.05957826407427176,less_adaptation,True,False,True,False,False
317,AC,encoding_only,72,216,-0.05472549637787463,0.1875359312017691,-0.1774654105908978,0.11331878146707004,0.5844499668075187,24.187641791739836,30.0169119104755,0.5562671330124143,0.06450007416594976,0.19925966887831234,none,False,False,True,False,False
318,AC,encoding_only,72,216,-0.00011018578138539496,0.1443449443755522,-0.1273957988921629,0.10254158986486402,0.517126522768462,34.96856923632558,32.7270700610198,0.8220124264559504,0.07211343597615832,0.002034014590978731,none,False,False,True,False,False
319,AC,encoding_only,72,216,-0.3281623433341274,0.20597084275381697,-0.15944879222903577,0.09030090889550309,0.3909773571102281,22.601720511428883,29.451810972470657,0.4796601069937644,0.14998054851816772,0.07837897104377113,none,False,False,True,False,False
320,AC,encoding_only,72,216,1.4190331201402115,0.587271031674686,-0.6244320689354789,0.3244929189890884,0.0020366944593561663,1.5098630358027765,1.08934123832443,0.0005891189839248588,0.21361360803128213,0.15955066852808208,facilitation,True,False,True,False,False
321,A,distractor_resistant,72,216,0.36898292376936986,0.16450271406332656,0.1410759304460278,0.10194144562149725,0.2566528631658924,37.96308972011974,36.43496751146811,0.9102377985221481,0.16580329046815873,0.05074301745967476,none,False,True,True,True,False
322,A,distractor_resistant,72,216,0.05448857622771778,0.22256372836431873,0.08671286570112671,0.12955695145460128,0.9009153571746877,37.824104801183,59.61588809655546,0.16185878785043203,0.2960347814559782,0.024312945342735415,none,False,True,False,True,False
323,A,encoding_only,72,216,-0.15050155174189614,0.36639978258922734,-0.1681488676752752,0.20402413278544312,0.9658503675091816,25.98612421060422,51.12737026338273,0.17834621188178312,0.04636945456402014,0.06845248954757574,none,False,True,False,False,False
325,A,encoding_only,72,216,-0.08190912341763074,0.23084759851465408,0.08670865862193455,0.11969991339197825,0.49436206744090405,45.897982262785845,44.625504007949544,0.9223960254712138,-0.09171667672965272,0.005469042784005577,none,False,True,False,True,False
326,A,distractor_resistant,72,216,0.20470124967986594,0.24060938095309065,0.21882945202728774,0.1494290104941727,0.9616770345931174,33.82495359494666,69.6883406634065,0.041542727171863955,0.3488634907732147,0.007227105758703943,less_facilitation,True,True,False,True,False
327,A,encoding_only,72,216,-0.17784569864653837,0.12957409500539382,-0.186791952899878,0.09190280344150499,0.9594818132923056,29.38468574835363,30.811268183756102,0.8750612235063959,0.1450094096411694,0.09078949443313439,none,False,False,False,False,False
328,A,encoding_only,72,216,-0.4916912372624357,0.28802308442081465,-0.592118807996711,0.17619034310668602,0.7728354047444774,18.67582102504527,12.897918104544534,0.4510477589538213,0.16030291840402172,0.11602222370994084,none,False,True,False,True,True
330,A,distractor_resistant,72,216,0.2457807234550834,0.22917020240196617,-0.02272051390287341,0.11018976280810525,0.24840942631089577,39.3807895140639,33.7167701171603,0.6071075815478453,0.25914647107042527,0.2410613181744189,none,False,True,False,True,False
331,A,delay_only,72,216,0.1228603285210091,0.15801523719314328,0.0182385420756521,0.0885246694223328,0.5580565715357853,43.23318866224054,33.62764155595607,0.4075907152188507,0.06696401700043665,0.05998042392425751,none,False,True,False,True,False
332,A,distractor_resistant,72,216,0.19105044581258765,0.23718756401493185,0.20969384020322598,0.14752743841215474,0.9487760480540204,36.55024039304184,67.41700126870035,0.07260925665862741,0.35292141227094637,0.027015782495019746,none,False,True,False,True,False
