trial,rt,acc,key,t_pre_stim,t_delay1,t_delay2,first_cat,second_cat,first_num,second_num,first_pic,second_pic,probe_cat,probe_pic,probe_validity,probe_num,correct_answer,rt_sliding_mean,cat_comparison,error_type
250.0,8.6852,1.0,5.0,,,,1.0,4.0,5,1,1021.0,4015.0,1.0,1.0,1.0,5.0,5.0,2.9698500000000014,Different,correct
251.0,1.7806,1.0,5.0,,,,1.0,3.0,5,1,1021.0,3011.0,1.0,1.0,1.0,5.0,5.0,2.9692100000000012,Different,correct
252.0,1.8638,1.0,1.0,,,,4.0,4.0,1,1,4015.0,4014.0,4.0,2.0,1.0,1.0,1.0,2.9965000000000015,Same,correct
253.0,2.2534,1.0,5.0,,,,4.0,3.0,5,1,4028.0,3013.0,4.0,1.0,1.0,5.0,5.0,2.9022500000000013,Different,correct
254.0,2.9396,1.0,1.0,,,,2.0,2.0,1,5,2011.0,2021.0,2.0,1.0,1.0,1.0,1.0,2.6647200000000013,Same,correct
255.0,5.5454,1.0,1.0,,,,1.0,2.0,1,1,1012.0,2018.0,1.0,1.0,1.0,1.0,1.0,3.0460400000000014,Different,correct
256.0,4.2281,1.0,0.0,,,,3.0,2.0,1,5,3011.0,2021.0,2.0,1.0,0.0,0.0,0.0,3.2919800000000015,Different,correct
257.0,2.2095,1.0,1.0,,,,3.0,2.0,5,1,3021.0,2012.0,2.0,2.0,1.0,1.0,1.0,3.3291400000000015,Different,correct
258.0,4.6955,1.0,5.0,,,,2.0,2.0,5,1,2022.0,2017.0,2.0,1.0,1.0,5.0,5.0,3.6111900000000015,Same,correct
259.0,3.9841,1.0,5.0,,,,2.0,4.0,5,1,2025.0,4015.0,2.0,1.0,1.0,5.0,5.0,3.8185200000000017,Different,correct
260.0,2.2954,1.0,0.0,,,,3.0,4.0,1,1,3015.0,4019.0,3.0,2.0,0.0,0.0,0.0,3.1795400000000016,Different,correct
261.0,2.0488,1.0,1.0,,,,1.0,2.0,5,1,1029.0,2013.0,2.0,2.0,1.0,1.0,1.0,3.2063600000000014,Different,correct
262.0,1.8417,1.0,1.0,,,,3.0,4.0,5,1,3021.0,4013.0,4.0,2.0,1.0,1.0,1.0,3.204150000000001,Different,correct
263.0,5.4237,1.0,0.0,,,,2.0,3.0,5,1,2026.0,3014.0,2.0,2.0,0.0,0.0,0.0,3.521180000000001,Different,correct
264.0,2.5506,1.0,1.0,,,,4.0,2.0,1,1,4013.0,2011.0,2.0,2.0,1.0,1.0,1.0,3.4822800000000016,Different,correct
265.0,3.079,1.0,0.0,,,,4.0,4.0,1,5,4015.0,4027.0,1.0,1.0,0.0,0.0,0.0,3.2356400000000014,Same,correct
266.0,85.4281,1.0,0.0,,,,1.0,1.0,1,5,1019.0,1025.0,4.0,1.0,0.0,0.0,0.0,11.355640000000001,Same,correct
267.0,2.2265,0.0,5.0,,,,1.0,3.0,5,1,1023.0,3015.0,1.0,2.0,0.0,0.0,0.0,11.35734,Different,swap error
268.0,1.9657,1.0,0.0,,,,3.0,1.0,5,5,3021.0,1029.0,1.0,1.0,0.0,0.0,0.0,11.08436,Different,correct
269.0,9.3441,1.0,5.0,,,,3.0,3.0,5,1,3027.0,3016.0,3.0,1.0,1.0,5.0,5.0,11.620360000000002,Same,correct
270.0,3.1469,1.0,1.0,,,,1.0,2.0,5,1,1023.0,2013.0,2.0,2.0,1.0,1.0,1.0,11.70551,Different,correct
271.0,3.5692,1.0,0.0,,,,1.0,1.0,1,5,1014.0,1028.0,4.0,1.0,0.0,0.0,0.0,11.85755,Same,correct
272.0,2.8053,1.0,1.0,,,,1.0,1.0,1,1,1016.0,1012.0,1.0,1.0,1.0,1.0,1.0,11.95391,Same,correct
273.0,2.1593,1.0,0.0,,,,2.0,2.0,1,5,2019.0,2024.0,3.0,2.0,0.0,0.0,0.0,11.62747,Same,correct
274.0,3.7533,1.0,5.0,,,,2.0,2.0,5,1,2023.0,2014.0,2.0,1.0,1.0,5.0,5.0,11.74774,Same,correct
275.0,2.3654,1.0,1.0,,,,2.0,2.0,1,1,2014.0,2012.0,2.0,2.0,1.0,1.0,1.0,11.676380000000002,Same,correct
276.0,2.45,1.0,1.0,,,,2.0,3.0,1,5,2012.0,3029.0,2.0,1.0,1.0,1.0,1.0,3.378570000000001,Different,correct
277.0,2.4263,1.0,1.0,,,,4.0,1.0,1,5,4015.0,1025.0,4.0,1.0,1.0,1.0,1.0,3.398550000000001,Different,correct
278.0,2.3269,1.0,1.0,,,,3.0,1.0,1,1,3015.0,1011.0,1.0,2.0,1.0,1.0,1.0,3.4346700000000014,Different,correct
279.0,2.9838,1.0,0.0,,,,3.0,2.0,5,5,3027.0,2025.0,2.0,1.0,0.0,0.0,0.0,2.7986400000000016,Different,correct
280.0,1.8022,0.0,5.0,,,,4.0,2.0,1,5,4018.0,2025.0,4.0,1.0,1.0,1.0,1.0,2.6641700000000013,Different,other error
281.0,2.2247,1.0,1.0,,,,4.0,1.0,1,1,4017.0,1016.0,4.0,1.0,1.0,1.0,1.0,2.5297200000000015,Different,correct
282.0,3.2509,1.0,5.0,,,,2.0,3.0,5,1,2023.0,3016.0,2.0,1.0,1.0,5.0,5.0,2.5742800000000017,Different,correct
283.0,2.8101,1.0,1.0,,,,2.0,4.0,1,1,2013.0,4012.0,2.0,1.0,1.0,1.0,1.0,2.6393600000000013,Different,correct
284.0,2.1409,1.0,5.0,,,,1.0,4.0,5,1,1021.0,4016.0,1.0,1.0,1.0,5.0,5.0,2.4781200000000014,Different,correct
285.0,2.457,1.0,5.0,,,,3.0,1.0,1,5,3019.0,1029.0,1.0,2.0,1.0,5.0,5.0,2.487280000000001,Different,correct
286.0,4.4723,1.0,5.0,,,,3.0,3.0,5,1,3028.0,3011.0,3.0,1.0,1.0,5.0,5.0,2.689510000000001,Same,correct
287.0,2.5864,1.0,1.0,,,,3.0,1.0,5,1,3029.0,1017.0,1.0,2.0,1.0,1.0,1.0,2.7055200000000013,Different,correct
288.0,3.1038,1.0,0.0,,,,1.0,4.0,1,1,1011.0,4019.0,1.0,2.0,0.0,0.0,0.0,2.7832100000000013,Different,correct
