trial,rt,acc,key,t_pre_stim,t_delay1,t_delay2,first_cat,second_cat,first_num,second_num,first_pic,second_pic,probe_cat,probe_pic,probe_validity,probe_num,correct_answer,rt_sliding_mean,cat_comparison,error_type
174.0,3.581268787384033,1.0,0.0,,,,3.0,1.0,1,1,3015.0,1014.0,3.0,2.0,0.0,0.0,0.0,4.418601226806641,Different,correct
175.0,7.048425197601318,1.0,1.0,,,,1.0,4.0,1,5,1012.0,4022.0,1.0,1.0,1.0,1.0,1.0,4.18614091873169,Different,correct
176.0,5.868204593658447,1.0,1.0,,,,4.0,4.0,1,5,4018.0,4023.0,4.0,1.0,1.0,1.0,1.0,4.377936244010925,Same,correct
177.0,3.7375481128692627,1.0,1.0,,,,3.0,2.0,1,5,3016.0,2025.0,3.0,1.0,1.0,1.0,1.0,4.401257252693176,Different,correct
178.0,5.579029560089111,1.0,5.0,,,,2.0,2.0,5,1,2028.0,2014.0,2.0,1.0,1.0,5.0,5.0,4.697489714622497,Same,correct
179.0,5.660007953643799,0.0,0.0,,,,4.0,4.0,5,5,4026.0,4025.0,4.0,2.0,1.0,5.0,5.0,5.0408570766448975,Same,same category
180.0,13.556846618652344,1.0,1.0,,,,2.0,4.0,1,1,2017.0,4011.0,2.0,1.0,1.0,1.0,1.0,5.822241473197937,Different,correct
181.0,2.5587661266326904,1.0,5.0,,,,2.0,2.0,1,5,2012.0,2024.0,2.0,2.0,1.0,5.0,5.0,5.744519162178039,Same,correct
182.0,4.165406942367554,1.0,0.0,,,,4.0,1.0,5,1,4021.0,1012.0,4.0,2.0,0.0,0.0,0.0,5.736880946159363,Different,correct
183.0,8.241263628005981,1.0,0.0,,,,1.0,2.0,5,5,1023.0,2028.0,1.0,2.0,0.0,0.0,0.0,5.999676752090454,Different,correct
184.0,3.3339319229125977,1.0,0.0,,,,1.0,1.0,5,1,1029.0,1016.0,4.0,2.0,0.0,0.0,0.0,5.974943065643311,Same,correct
185.0,4.021001577377319,1.0,0.0,,,,4.0,1.0,5,1,4027.0,1019.0,1.0,1.0,0.0,0.0,0.0,5.672200703620911,Different,correct
186.0,2.871851682662964,1.0,5.0,,,,3.0,1.0,1,5,3012.0,1028.0,1.0,2.0,1.0,5.0,5.0,5.372565412521363,Different,correct
187.0,2.5751731395721436,1.0,5.0,,,,2.0,1.0,5,1,2023.0,1018.0,2.0,1.0,1.0,5.0,5.0,5.25632791519165,Different,correct
188.0,3.374187469482422,1.0,0.0,,,,3.0,1.0,5,5,3021.0,1024.0,1.0,1.0,0.0,0.0,0.0,5.035843706130981,Different,correct
189.0,4.963921546936035,1.0,1.0,,,,3.0,2.0,1,1,3018.0,2019.0,2.0,2.0,1.0,1.0,1.0,4.966235065460205,Different,correct
190.0,2.321176052093506,1.0,5.0,,,,1.0,4.0,5,1,1022.0,4012.0,1.0,1.0,1.0,5.0,5.0,3.8426680088043215,Different,correct
191.0,2.8961167335510254,1.0,5.0,,,,1.0,1.0,1,5,1019.0,1029.0,1.0,2.0,1.0,5.0,5.0,3.876403069496155,Same,correct
192.0,4.109470367431641,1.0,0.0,,,,2.0,2.0,1,5,2017.0,2027.0,3.0,2.0,0.0,0.0,0.0,3.8708094120025636,Same,correct
193.0,7.785319089889526,0.0,0.0,,,,4.0,3.0,5,1,4022.0,3018.0,3.0,2.0,1.0,1.0,1.0,3.825214958190918,Different,swap error
194.0,8.808284282684326,1.0,5.0,,,,3.0,3.0,5,5,3026.0,3027.0,3.0,1.0,1.0,5.0,5.0,4.372650194168091,Same,correct
195.0,4.1364426612854,1.0,5.0,,,,4.0,2.0,5,1,4023.0,2019.0,4.0,1.0,1.0,5.0,5.0,4.384194302558899,Different,correct
196.0,2.4402756690979004,1.0,1.0,,,,1.0,2.0,1,5,1011.0,2026.0,1.0,1.0,1.0,1.0,1.0,4.341036701202393,Different,correct
197.0,2.2082300186157227,1.0,1.0,,,,3.0,2.0,5,1,3025.0,2019.0,2.0,2.0,1.0,1.0,1.0,4.3043423891067505,Different,correct
198.0,11.166080713272095,0.0,0.0,,,,3.0,3.0,5,1,3028.0,3019.0,3.0,2.0,1.0,1.0,1.0,5.083531713485717,Same,same category
199.0,3.606890916824341,1.0,1.0,,,,2.0,1.0,1,1,2018.0,1017.0,1.0,2.0,1.0,1.0,1.0,4.947828650474548,Different,correct
200.0,1.9376471042633057,1.0,5.0,,,,4.0,4.0,1,5,4018.0,4029.0,4.0,2.0,1.0,5.0,5.0,4.9094757556915285,Same,correct
201.0,4.728845596313477,0.0,5.0,,,,4.0,4.0,1,1,4019.0,4012.0,4.0,1.0,1.0,1.0,1.0,5.092748641967773,Same,same category
202.0,3.28745174407959,1.0,5.0,,,,2.0,3.0,5,5,2026.0,3028.0,2.0,1.0,1.0,5.0,5.0,5.010546779632568,Different,correct
203.0,4.112847566604614,1.0,5.0,,,,1.0,4.0,5,5,1023.0,4024.0,4.0,2.0,1.0,5.0,5.0,4.643299627304077,Different,correct
204.0,6.295619964599609,1.0,5.0,,,,2.0,4.0,5,5,2029.0,4026.0,2.0,1.0,1.0,5.0,5.0,4.392033195495605,Different,correct
205.0,8.548383712768555,1.0,0.0,,,,4.0,1.0,1,1,4017.0,1019.0,1.0,1.0,0.0,0.0,0.0,4.833227300643921,Different,correct
206.0,3.213207244873047,1.0,5.0,,,,1.0,3.0,1,5,1017.0,3025.0,3.0,2.0,1.0,5.0,5.0,4.910520458221436,Different,correct
207.0,6.6463422775268555,1.0,0.0,,,,2.0,1.0,5,5,2021.0,1029.0,1.0,1.0,0.0,0.0,0.0,5.354331684112549,Different,correct
208.0,3.2800636291503906,1.0,5.0,,,,2.0,3.0,1,5,2012.0,3028.0,3.0,2.0,1.0,5.0,5.0,4.565729975700378,Different,correct
209.0,3.933803081512451,1.0,1.0,,,,2.0,1.0,1,5,2019.0,1029.0,2.0,1.0,1.0,1.0,1.0,4.598421192169189,Different,correct
210.0,3.094330310821533,1.0,5.0,,,,3.0,1.0,5,5,3029.0,1024.0,1.0,2.0,1.0,5.0,5.0,4.714089512825012,Different,correct
211.0,4.001393795013428,1.0,5.0,,,,3.0,4.0,5,5,3028.0,4029.0,3.0,1.0,1.0,5.0,5.0,4.641344332695008,Different,correct
212.0,2.093574047088623,1.0,1.0,,,,4.0,2.0,5,1,4024.0,2014.0,2.0,2.0,1.0,1.0,1.0,4.521956562995911,Different,correct
213.0,3.835796356201172,1.0,1.0,,,,4.0,1.0,5,1,4022.0,1014.0,1.0,2.0,1.0,1.0,1.0,4.494251441955567,Different,correct
214.0,9.986817598342896,1.0,0.0,,,,4.0,2.0,5,1,4021.0,2012.0,2.0,1.0,0.0,0.0,0.0,4.863371205329895,Different,correct
215.0,7.563135862350464,1.0,1.0,,,,1.0,2.0,1,5,1015.0,2022.0,1.0,1.0,1.0,1.0,1.0,4.764846420288086,Different,correct
216.0,5.905452013015747,0.0,1.0,,,,1.0,3.0,1,1,1011.0,3018.0,1.0,2.0,0.0,0.0,0.0,5.034070897102356,Different,swap error
217.0,4.738820552825928,1.0,0.0,,,,1.0,2.0,1,5,1019.0,2025.0,2.0,1.0,0.0,0.0,0.0,4.8433187246322635,Different,correct
218.0,3.757153272628784,1.0,5.0,,,,4.0,3.0,5,5,4024.0,3027.0,4.0,1.0,1.0,5.0,5.0,4.8910276889801025,Different,correct
219.0,2.3526246547698975,1.0,5.0,,,,4.0,4.0,1,5,4018.0,4029.0,4.0,2.0,1.0,5.0,5.0,4.732909846305847,Same,correct
220.0,7.635815143585205,0.0,0.0,,,,2.0,1.0,1,1,2017.0,1019.0,2.0,1.0,1.0,1.0,1.0,5.187058329582214,Different,swap error
221.0,3.2325358390808105,1.0,1.0,,,,3.0,1.0,1,1,3012.0,1019.0,1.0,2.0,1.0,1.0,1.0,5.110172533988953,Different,correct
222.0,5.976179838180542,1.0,1.0,,,,3.0,1.0,1,5,3014.0,1021.0,3.0,1.0,1.0,1.0,1.0,5.4984331130981445,Different,correct
223.0,3.52632474899292,1.0,1.0,,,,4.0,3.0,1,1,4016.0,3018.0,4.0,1.0,1.0,1.0,1.0,5.467485952377319,Different,correct
224.0,3.0317609310150146,0.0,1.0,,,,1.0,3.0,1,5,1012.0,3028.0,3.0,1.0,0.0,0.0,0.0,4.771980285644531,Different,other error
225.0,3.3727664947509766,0.0,5.0,,,,1.0,4.0,5,5,1024.0,4029.0,1.0,2.0,0.0,0.0,0.0,4.352943348884582,Different,swap error
226.0,3.939173936843872,0.0,0.0,,,,3.0,4.0,5,1,3023.0,4011.0,4.0,2.0,1.0,1.0,1.0,4.156315541267395,Different,swap error
227.0,2.0797202587127686,0.0,5.0,,,,4.0,3.0,5,1,4023.0,3013.0,4.0,2.0,0.0,0.0,0.0,3.890405511856079,Different,swap error
228.0,5.763526678085327,1.0,1.0,,,,1.0,1.0,1,1,1015.0,1019.0,1.0,2.0,1.0,1.0,1.0,4.091042852401733,Same,correct
229.0,4.51651406288147,1.0,0.0,,,,3.0,3.0,5,1,3026.0,3018.0,2.0,2.0,0.0,0.0,0.0,4.30743179321289,Same,correct
230.0,5.916815519332886,1.0,1.0,,,,2.0,2.0,1,1,2019.0,2012.0,2.0,1.0,1.0,1.0,1.0,4.1355318307876585,Same,correct
231.0,5.2027809619903564,0.0,1.0,,,,4.0,3.0,5,1,4021.0,3012.0,3.0,1.0,0.0,0.0,0.0,4.332556343078613,Different,swap error
232.0,6.372159957885742,0.0,0.0,,,,4.0,2.0,5,5,4024.0,2023.0,4.0,1.0,1.0,5.0,5.0,4.372154355049133,Different,swap error
233.0,4.236874580383301,1.0,5.0,,,,1.0,2.0,5,5,1024.0,2025.0,2.0,2.0,1.0,5.0,5.0,4.443209338188171,Different,correct
234.0,3.255689859390259,0.0,5.0,,,,2.0,4.0,5,1,2027.0,4013.0,2.0,2.0,0.0,0.0,0.0,4.465602231025696,Different,swap error
235.0,3.713458776473999,1.0,5.0,,,,1.0,3.0,1,5,1019.0,3024.0,3.0,2.0,1.0,5.0,5.0,4.499671459197998,Different,correct
236.0,4.068255424499512,1.0,0.0,,,,1.0,2.0,5,5,1027.0,2028.0,1.0,2.0,0.0,0.0,0.0,4.512579607963562,Different,correct
237.0,4.4501330852508545,1.0,5.0,,,,4.0,4.0,5,5,4022.0,4024.0,4.0,2.0,1.0,5.0,5.0,4.74962089061737,Same,correct
238.0,3.499732255935669,1.0,1.0,,,,3.0,3.0,1,1,3014.0,3012.0,3.0,1.0,1.0,1.0,1.0,4.523241448402405,Same,correct
239.0,9.08314824104309,1.0,5.0,,,,3.0,3.0,5,1,3025.0,3019.0,3.0,1.0,1.0,5.0,5.0,4.9799048662185665,Same,correct
240.0,3.0351617336273193,0.0,1.0,,,,3.0,2.0,1,1,3014.0,2017.0,2.0,1.0,0.0,0.0,0.0,4.69173948764801,Different,swap error
241.0,4.006175994873047,1.0,0.0,,,,2.0,4.0,1,5,2018.0,4025.0,2.0,2.0,0.0,0.0,0.0,4.572078990936279,Different,correct
242.0,6.273076057434082,0.0,1.0,,,,1.0,1.0,1,5,1017.0,1028.0,1.0,2.0,1.0,5.0,5.0,4.562170600891113,Same,same category
243.0,4.696522235870361,1.0,1.0,,,,3.0,1.0,1,1,3018.0,1014.0,3.0,1.0,1.0,1.0,1.0,4.60813536643982,Different,correct
244.0,4.113433361053467,1.0,0.0,,,,4.0,2.0,5,1,4027.0,2016.0,2.0,1.0,0.0,0.0,0.0,4.69390971660614,Different,correct
245.0,4.107609510421753,1.0,1.0,,,,3.0,3.0,5,1,3029.0,3015.0,3.0,2.0,1.0,1.0,1.0,4.733324790000916,Same,correct
246.0,2.30412220954895,1.0,1.0,,,,4.0,2.0,5,1,4027.0,2018.0,2.0,2.0,1.0,1.0,1.0,4.556911468505859,Different,correct
247.0,3.0303921699523926,0.0,0.0,,,,4.0,2.0,1,5,4019.0,2028.0,2.0,2.0,1.0,5.0,5.0,4.414937376976013,Different,swap error
248.0,7.031466484069824,0.0,5.0,,,,1.0,3.0,1,5,1014.0,3028.0,1.0,1.0,1.0,1.0,1.0,4.7681107997894285,Different,other error
249.0,4.824313640594482,1.0,1.0,,,,4.0,1.0,1,1,4012.0,1017.0,4.0,1.0,1.0,1.0,1.0,4.342227339744568,Different,correct
250.0,7.789917230606079,1.0,5.0,,,,1.0,4.0,5,1,1021.0,4015.0,1.0,1.0,1.0,5.0,5.0,4.817702889442444,Different,correct
251.0,4.762505769729614,1.0,5.0,,,,1.0,3.0,5,1,1021.0,3011.0,1.0,1.0,1.0,5.0,5.0,4.8933358669281,Different,correct
252.0,2.9290685653686523,1.0,1.0,,,,4.0,4.0,1,1,4015.0,4014.0,4.0,2.0,1.0,1.0,1.0,4.558935117721558,Same,correct
253.0,4.130748510360718,1.0,5.0,,,,4.0,3.0,5,1,4028.0,3013.0,4.0,1.0,1.0,5.0,5.0,4.502357745170594,Different,correct
254.0,3.286907911300659,1.0,1.0,,,,2.0,2.0,1,5,2011.0,2021.0,2.0,1.0,1.0,1.0,1.0,4.419705200195312,Same,correct
255.0,2.9916813373565674,1.0,1.0,,,,1.0,2.0,1,1,1012.0,2018.0,1.0,1.0,1.0,1.0,1.0,4.308112382888794,Different,correct
256.0,2.99168062210083,0.0,5.0,,,,3.0,2.0,1,5,3011.0,2021.0,2.0,1.0,0.0,0.0,0.0,4.376868224143982,Different,swap error
257.0,5.617398977279663,0.0,5.0,,,,3.0,2.0,5,1,3021.0,2012.0,2.0,2.0,1.0,1.0,1.0,4.635568904876709,Different,other error
258.0,4.290394306182861,0.0,1.0,,,,2.0,2.0,5,1,2022.0,2017.0,2.0,1.0,1.0,5.0,5.0,4.3614616870880125,Same,same category
259.0,6.390668153762817,1.0,5.0,,,,2.0,4.0,5,1,2025.0,4015.0,2.0,1.0,1.0,5.0,5.0,4.518097138404846,Different,correct
260.0,3.7290618419647217,1.0,0.0,,,,3.0,4.0,1,1,3015.0,4019.0,3.0,2.0,0.0,0.0,0.0,4.11201159954071,Different,correct
261.0,9.433523893356323,1.0,1.0,,,,1.0,2.0,5,1,1029.0,2013.0,2.0,2.0,1.0,1.0,1.0,4.579113411903381,Different,correct
262.0,4.915351390838623,0.0,5.0,,,,3.0,4.0,5,1,3021.0,4013.0,4.0,2.0,1.0,1.0,1.0,4.777741694450379,Different,other error
263.0,6.135253190994263,0.0,5.0,,,,2.0,3.0,5,1,2026.0,3014.0,2.0,2.0,0.0,0.0,0.0,4.978192162513733,Different,swap error
264.0,2.8106372356414795,1.0,1.0,,,,4.0,2.0,1,1,4013.0,2011.0,2.0,2.0,1.0,1.0,1.0,4.930565094947815,Different,correct
265.0,2.5288147926330566,0.0,1.0,,,,4.0,4.0,1,5,4015.0,4027.0,1.0,1.0,0.0,0.0,0.0,4.884278440475464,Same,same category
266.0,3.6262705326080322,1.0,0.0,,,,1.0,1.0,1,5,1019.0,1025.0,4.0,1.0,0.0,0.0,0.0,4.947737431526184,Same,correct
267.0,3.023721694946289,1.0,0.0,,,,1.0,3.0,5,1,1023.0,3015.0,1.0,2.0,0.0,0.0,0.0,4.688369703292847,Different,correct
268.0,2.3727471828460693,0.0,5.0,,,,3.0,1.0,5,5,3021.0,1029.0,1.0,1.0,0.0,0.0,0.0,4.496604990959168,Different,swap error
269.0,6.1844096183776855,1.0,5.0,,,,3.0,3.0,5,1,3027.0,3016.0,3.0,1.0,1.0,5.0,5.0,4.475979137420654,Same,correct
270.0,2.753173589706421,0.0,5.0,,,,1.0,2.0,5,1,1023.0,2013.0,2.0,2.0,1.0,1.0,1.0,4.378390312194824,Different,other error
271.0,3.1835062503814697,1.0,0.0,,,,1.0,1.0,1,5,1014.0,1028.0,4.0,1.0,0.0,0.0,0.0,3.753388547897339,Same,correct
272.0,3.3621532917022705,1.0,1.0,,,,1.0,1.0,1,1,1016.0,1012.0,1.0,1.0,1.0,1.0,1.0,3.5980687379837035,Same,correct
273.0,2.9712655544281006,0.0,5.0,,,,2.0,2.0,1,5,2019.0,2024.0,3.0,2.0,0.0,0.0,0.0,3.2816699743270874,Same,same category
274.0,5.0859215259552,0.0,1.0,,,,2.0,2.0,5,1,2023.0,2014.0,2.0,1.0,1.0,5.0,5.0,3.5091984033584596,Same,same category
275.0,7.9082043170928955,1.0,1.0,,,,2.0,2.0,1,1,2014.0,2012.0,2.0,2.0,1.0,1.0,1.0,4.047137355804443,Same,correct
276.0,3.2215120792388916,1.0,1.0,,,,2.0,3.0,1,5,2012.0,3029.0,2.0,1.0,1.0,1.0,1.0,4.006661510467529,Different,correct
277.0,4.3395607471466064,0.0,0.0,,,,4.0,1.0,1,5,4015.0,1025.0,4.0,1.0,1.0,1.0,1.0,4.138245415687561,Different,swap error
278.0,11.405097961425781,0.0,0.0,,,,3.0,1.0,1,1,3015.0,1011.0,1.0,2.0,1.0,1.0,1.0,5.041480493545532,Different,swap error
279.0,4.539215564727783,1.0,0.0,,,,3.0,2.0,5,5,3027.0,2025.0,2.0,1.0,0.0,0.0,0.0,4.876961088180542,Different,correct
280.0,4.434811115264893,0.0,0.0,,,,4.0,2.0,1,5,4018.0,2025.0,4.0,1.0,1.0,1.0,1.0,5.045124840736389,Different,swap error
281.0,4.899017333984375,1.0,1.0,,,,4.0,1.0,1,1,4017.0,1016.0,4.0,1.0,1.0,1.0,1.0,5.21667594909668,Different,correct
282.0,7.4539079666137695,0.0,1.0,,,,2.0,3.0,5,1,2023.0,3016.0,2.0,1.0,1.0,5.0,5.0,5.62585141658783,Different,other error
283.0,6.1314897537231445,1.0,1.0,,,,2.0,4.0,1,1,2013.0,4012.0,2.0,1.0,1.0,1.0,1.0,5.941873836517334,Different,correct
284.0,7.015957593917847,0.0,0.0,,,,1.0,4.0,5,1,1021.0,4016.0,1.0,1.0,1.0,5.0,5.0,6.134877443313599,Different,swap error
285.0,2.982186794281006,1.0,5.0,,,,3.0,1.0,1,5,3019.0,1029.0,1.0,2.0,1.0,5.0,5.0,5.64227569103241,Different,correct
286.0,7.151858329772949,0.0,0.0,,,,3.0,3.0,5,1,3028.0,3011.0,3.0,1.0,1.0,5.0,5.0,6.035310316085815,Same,same category
287.0,2.891392707824707,1.0,1.0,,,,3.0,1.0,5,1,3029.0,1017.0,1.0,2.0,1.0,1.0,1.0,5.8904935121536255,Different,correct
288.0,4.593402624130249,0.0,1.0,,,,1.0,4.0,1,1,1011.0,4019.0,1.0,2.0,0.0,0.0,0.0,5.209323978424072,Different,swap error
