unit_id,area,neuron_type,n_trials,n_stim1_categories,n_stim2_categories,n_stim1_numerosities,n_stim2_numerosities,cat_interaction_pval,cat_main_stim1_pval,cat_main_stim2_pval,cat_model_r2,cat_interaction_significant,num_interaction_pval,num_main_stim1_pval,num_main_stim2_pval,num_model_r2,num_interaction_significant,mixed_model_r2,mixed_cat1_pval,mixed_cat2_pval,mixed_num1_pval,mixed_num2_pval,mixed_selectivity_type,any_interaction_significant,is_first_cat_selective,is_second_cat_selective,is_first_num_selective,is_second_num_selective
10,AC,encoding_only,288,4,4,2,2,0.8347272851555911,0.06194051192583767,0.003911078229268257,0.0874663556382399,False,0.2004934421383899,0.8025877181526444,0.20174827336893783,0.011501231243458698,False,0.07891921969406424,0.04978363496022168,0.0029599486519673104,0.935724154707888,0.11734222477542812,none,False,False,True,False,False
11,AC,encoding_only,288,4,4,2,2,0.9148413440040347,0.38057089610695327,0.9713148397735798,0.025951992295146664,False,0.7186739547988481,0.2603805890618131,0.9273801129805379,0.004911800885291306,False,0.016885846388703274,0.3575623767024589,0.9626707486709771,0.23560520286525857,0.8834894092186781,none,False,False,False,False,False
12,AC,encoding_only,288,4,4,2,2,0.5029653977913413,0.34068630505948644,0.9463916434076876,0.04248006716794572,False,0.6546145556733638,0.03519953951372684,0.08836515079880465,0.024209063807832498,False,0.03655200762647548,0.34111306954781007,0.9397394834127747,0.03818888981779225,0.0886602891416574,none,False,False,False,False,False
13,AC,encoding_only,288,4,4,2,2,0.34903911718505204,0.7268551128971258,0.39562398514316677,0.050175883305722535,False,0.714130341378123,0.4757991647915335,0.011857242672785385,0.023394804444779482,False,0.036281544026461665,0.8040184802567889,0.4125618424972394,0.5947662181846087,0.014638382879685654,none,False,False,False,False,True
14,AC,encoding_only,288,4,4,2,2,0.5521642088387768,0.2211491800150632,0.6070858038350894,0.04929428751140008,False,0.2534982450489062,0.41939560712984225,0.7403025112441828,0.007109102682808066,False,0.023395201355425166,0.23111178241677516,0.6448496628896037,0.5801159413554748,0.7035630053658062,none,False,False,False,False,False
15,AC,encoding_only,288,4,4,2,2,0.2852173730999939,0.6954377352665478,0.9824745486395708,0.04411486830938771,False,0.009608548314515904,0.1828204266131802,0.08118373808768647,0.040771370602050605,True,0.02572544725492054,0.5473997871590124,0.9866812606838138,0.17758489148283477,0.06165375658309935,numerosity_interaction,True,False,False,False,False
16,AC,encoding_only,288,4,4,2,2,0.2724728921317767,0.7808917704132479,0.1563415338608572,0.060368769816753876,False,0.024688532107194808,0.7820589497215525,0.32124826737244994,0.021111214434473835,True,0.024931651267251498,0.7809475493590402,0.17180118954588336,0.8302562871544946,0.36039021826232187,numerosity_interaction,True,False,False,True,False
17,SMA,encoding_only,288,4,4,2,2,0.4831659940068964,0.17852846588295831,0.03765270200534684,0.07497452456405185,False,0.4595114501076448,0.08907912122365329,0.5043258729952991,0.014306021083215437,False,0.05606181129870558,0.23139818041543556,0.03672156836354386,0.0976264634901371,0.7197351165713941,none,False,False,True,False,False
18,SMA,encoding_only,288,4,4,2,2,0.72704445227043,0.6237791851498617,0.17311048196530526,0.045275951283682,False,0.017192118301025083,0.9537423008626833,5.15960994090659e-05,0.07409532545067388,True,0.07265405319594209,0.8610987509866322,0.21769846893117642,0.9373944616207291,0.0001591223919608918,numerosity_interaction,True,False,False,True,True
19,SMA,encoding_only,288,4,4,2,2,0.9255452805253894,0.8133979975674649,0.3704221804451294,0.028073334787559356,False,0.5654694074145843,0.059863761869627864,0.11057683368699515,0.02067939423523646,False,0.036193501415213714,0.7439688286139263,0.31171205446127154,0.05406730540314433,0.08765783452667583,none,False,False,False,False,False
20,SMA,encoding_only,288,4,4,2,2,0.49167260691414605,0.07734679296910692,0.8256817637289806,0.05639936200929474,False,0.9953682301636061,0.25692175521484645,0.011026257284658064,0.025405705914578802,False,0.04949370721903279,0.11758577163607237,0.7744802815525457,0.2564650710267225,0.018229934956721625,none,False,False,False,False,True
21,SMA,encoding_only,288,4,4,2,2,0.07833655641414293,0.6443322322019267,0.35769339583738596,0.07054093004272777,False,0.2606505237800002,0.7713604228677795,0.42113639476910547,0.006887862312983106,False,0.01961200621644288,0.6286752531218665,0.3711231343906152,0.8342487700516267,0.3765612014862244,none,False,False,False,False,False
22,SMA,encoding_only,288,4,4,2,2,0.5722371497876255,0.4068434007166548,0.3481826320574715,0.048478280908982097,False,0.32387118783006796,0.856228489140622,0.8985039120007985,0.0036138754659535977,False,0.021782504540469483,0.4098608511294586,0.35150205740092166,0.9559158058058903,0.9788417192861159,none,False,False,False,False,False
23,SMA,encoding_only,288,4,4,2,2,0.890724030649705,0.1209037314452056,0.8602555789131383,0.03852726324601308,False,0.16827402360551982,0.22476753286163867,0.8927047881697261,0.011983092589951005,False,0.026988647831468593,0.1306621370249856,0.9051341513808994,0.3121691527952761,0.9136531683685416,none,False,False,False,False,False
24,SMA,encoding_only,288,4,4,2,2,0.7854912157742213,0.20312581493785017,0.9556586948683305,0.03709108617804702,False,0.5819576945181755,0.8701461410236071,0.3528013482794319,0.004128650899922981,False,0.02130048430840814,0.18328958905300993,0.9566274137820541,0.8001626713323893,0.3096158929292238,none,False,False,False,False,False
25,SMA,encoding_only,288,4,4,2,2,0.10283579559630733,0.2698362546611501,0.5697090743462689,0.07089776668334669,False,0.5258623375213478,0.2774444849530742,0.7647729157544607,0.0060928214154565286,False,0.02468817240965937,0.28094441272487825,0.5997698103733375,0.2998285827471743,0.7479283145886529,none,False,False,False,False,False
26,SMA,encoding_only,288,4,4,2,2,0.902564609335915,0.6728191744288567,0.17466628714130594,0.03767826249686146,False,0.40622221139068593,0.8905409498825477,0.5650211302126378,0.0037134029751522135,False,0.025110158462504528,0.7022641758191498,0.1505393645412081,0.7220338345242256,0.5265945263272875,none,False,False,False,False,False
27,A,encoding_only,288,4,4,2,2,0.8148498334283371,0.7010283412640027,0.1880927957029157,0.04036917910160809,False,0.2508797674552279,0.47601843862293636,0.5823315445411905,0.007715068835358885,False,0.023625886474964664,0.742428737849362,0.20172539284948587,0.5914645158181742,0.7089758746098139,none,False,False,False,False,False
28,A,encoding_only,288,4,4,2,2,0.08874183604079974,0.6989235200712642,3.497210932006612e-08,0.1730953953538492,False,0.22056539365767203,0.4412277434294275,0.14996516775058172,0.015229477808526792,False,0.13690659313416065,0.7448875662703649,4.0806668391049856e-08,0.3457361479639163,0.136486907208862,none,False,True,True,False,False
29,A,encoding_only,288,4,4,2,2,0.21757333618039337,0.7575997201800284,0.006931432981275321,0.0860276019972055,False,0.7421237615181235,0.7193695636860757,0.06856342703521615,0.012913097988804134,False,0.06265349813931542,0.6290042314943678,0.004736289432105287,0.6344726368049862,0.03143653406693536,none,False,False,True,False,True
30,A,encoding_only,288,4,4,2,2,0.21414272333870252,0.6039983623442154,0.009655934199582519,0.08599289989029713,False,0.6209430352690912,0.9070922138898125,0.9323126965082602,0.0009302204822655424,False,0.045921109989521036,0.6033292056005686,0.009830447596859384,0.7543714097681059,0.8106973961687256,none,False,False,True,False,False
31,A,encoding_only,288,4,4,2,2,0.8570331142459333,0.9872755247893625,0.0028836988896133345,0.06594624252945391,False,0.1359133741475667,0.5378236985192961,0.3459293351003643,0.012568968673107306,False,0.05466384464010643,0.9722422964130273,0.002715380226184969,0.43792531965135384,0.39081892565806553,none,False,False,True,False,False
32,A,encoding_only,288,4,4,2,2,0.33287752736231957,0.6331049678464682,0.0886538886414186,0.06398504616264677,False,0.9507647491548737,0.11141382799885956,0.5141721513217813,0.009851918782935454,False,0.03650796857765748,0.6483939053643065,0.11038815001732596,0.14621276644099848,0.609484564820199,none,False,False,False,False,False
33,A,delay_only,288,4,4,2,2,0.9054500972492797,0.9031303710896003,0.1284280848635042,0.03670334219539284,False,0.2886961589350737,0.9421527171166127,0.9084609879227886,0.00403286660859703,False,0.022371905532293623,0.9002139302427602,0.12448195720540634,0.9055869385459241,0.9405502318682899,none,False,True,False,False,False
34,A,encoding_only,288,4,4,2,2,0.9050611381765167,0.19102729839215005,0.0940864201803509,0.05328884998624317,False,0.8913123658344926,0.1493029960916509,0.711645299375961,0.008213534449797777,False,0.04580933048871838,0.17999111022913608,0.10974417207760921,0.17080576650664234,0.8652032591705215,none,False,False,False,False,False
